zip_5,domaincat_desc,group_desc,week_ending,sector_desc,class_desc,asd_code,watershed_desc,commodity_desc,county_code,state_name,domain_desc,Value,location_desc,freq_desc,short_desc,reference_period_desc,util_practice_desc,county_ansi,county_name,watershed_code,statisticcat_desc,source_desc,year,country_name,agg_level_desc,unit_desc,congr_district_code,prodn_practice_desc,CV (%),state_fips_code,end_code,begin_code,country_code,region_desc,state_ansi,asd_desc,load_time,state_alpha
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,420,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-01-09 15:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,730,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-01-09 15:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,200,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-01-09 15:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,100,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-01-09 15:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,310,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2019-02-06 15:00:06.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,200,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2019-02-06 15:00:06.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"1,530,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2019-02-06 15:00:06.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"6,250,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2026-01-12 12:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"8,160,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2025-09-30 12:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"7,600,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-09-30 12:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"8,190,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-01-09 15:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"7,140,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-01-09 15:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"5,330,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-01-09 15:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"7,920,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-01-09 15:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"5,535,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2024-01-09 15:00:00.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"6,930,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2019-02-06 15:00:06.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"7,920,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2019-02-06 15:00:06.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IOWA,TOTAL,"8,160,000",IOWA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,19,00,00,9000,,19,,2019-02-06 15:00:06.000,IA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"5,290,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2026-01-12 12:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,960,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2025-09-30 12:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,950,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-09-30 12:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,620,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-01-09 15:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,320,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-01-09 15:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,875,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-01-09 15:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"4,375,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-01-09 15:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"5,265,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2024-01-09 15:00:00.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"5,375,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2019-02-06 15:00:06.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"2,925,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2019-02-06 15:00:06.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KANSAS,TOTAL,"3,145,000",KANSAS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,20,00,00,9000,,20,,2019-02-06 15:00:06.000,KS
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,470,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2026-01-12 12:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,330,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2025-09-30 12:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,760,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-09-30 12:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,260,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-01-09 15:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,710,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-01-09 15:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,900,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-01-09 15:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,680,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-01-09 15:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,890,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2024-01-09 15:00:00.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,700,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2019-02-06 15:00:06.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,560,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2019-02-06 15:00:06.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,KENTUCKY,TOTAL,"1,400,000",KENTUCKY,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,21,00,00,9000,,21,,2019-02-06 15:00:06.000,KY
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"45,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2026-01-12 12:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"54,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2025-09-30 12:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"45,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-09-30 12:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"45,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-01-09 15:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"48,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-01-09 15:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"51,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-01-09 15:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"57,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-01-09 15:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"40,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2024-01-09 15:00:00.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"20,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2019-02-06 15:00:06.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"17,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2019-02-06 15:00:06.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,LOUISIANA,TOTAL,"14,000",LOUISIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,22,00,00,9000,,22,,2019-02-06 15:00:06.000,LA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"325,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2026-01-12 12:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"494,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2025-09-30 12:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"345,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-09-30 12:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"408,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-01-09 15:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"525,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-01-09 15:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"513,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-01-09 15:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"494,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-01-09 15:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"540,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2024-01-09 15:00:00.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"486,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2019-02-06 15:00:06.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"532,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2019-02-06 15:00:06.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MAINE,TOTAL,"500,000",MAINE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,23,00,00,9000,,23,,2019-02-06 15:00:06.000,ME
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MARYLAND,TOTAL,"720,000",MARYLAND,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,24,00,00,9000,,24,,2026-01-12 12:00:00.000,MD
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MARYLAND,TOTAL,"640,000",MARYLAND,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,24,00,00,9000,,24,,2025-09-30 12:00:00.000,MD
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MARYLAND,TOTAL,"510,000",MARYLAND,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,24,00,00,9000,,24,,2024-09-30 12:00:00.000,MD
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MARYLAND,TOTAL,"760,000",MARYLAND,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,24,00,00,9000,,24,,2024-01-09 15:00:00.000,MD
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,MARYLAND,TOTAL,"700,000",MARYLAND,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,24,00,00,9000,,24,,2024-01-09 15:00:00.000,MD
