state_ansi,prodn_practice_desc,class_desc,reference_period_desc,commodity_desc,end_code,short_desc,CV (%),country_code,state_fips_code,begin_code,county_name,unit_desc,Value,state_name,domaincat_desc,county_ansi,util_practice_desc,asd_code,county_code,location_desc,domain_desc,asd_desc,watershed_code,load_time,watershed_desc,region_desc,sector_desc,agg_level_desc,week_ending,congr_district_code,country_name,year,state_alpha,freq_desc,source_desc,statisticcat_desc,zip_5,group_desc
48,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,48,09,,BU,                 (D),TEXAS,NOT SPECIFIED,,OFF FARM,,,TEXAS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,TX,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
48,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,48,09,,BU,                 (D),TEXAS,NOT SPECIFIED,,OFF FARM,,,TEXAS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,TX,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
48,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,48,09,,BU,                 (D),TEXAS,NOT SPECIFIED,,OFF FARM,,,TEXAS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,TX,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
48,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,48,09,,BU,                 (D),TEXAS,NOT SPECIFIED,,OFF FARM,,,TEXAS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,TX,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
48,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,48,09,,BU,                 (D),TEXAS,NOT SPECIFIED,,OFF FARM,,,TEXAS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,TX,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,"20,000",UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,"30,000",UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,"21,000",UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,"34,000",UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,"25,000",UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
49,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,49,09,,BU,                 (D),UTAH,NOT SPECIFIED,,OFF FARM,,,UTAH,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,UT,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"18,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"16,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"13,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"22,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"18,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"17,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"21,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"28,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"17,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"14,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
51,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,51,09,,BU,"17,000",VIRGINIA,NOT SPECIFIED,,OFF FARM,,,VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,VA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"56,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"82,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"72,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"50,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"60,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"93,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"54,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"66,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"56,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"82,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
53,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,53,09,,BU,"56,000",WASHINGTON,NOT SPECIFIED,,OFF FARM,,,WASHINGTON,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,WA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
54,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,54,09,,BU,                 (D),WEST VIRGINIA,NOT SPECIFIED,,OFF FARM,,,WEST VIRGINIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,WV,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"2,883,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"3,064,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"6,837,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"2,082,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"3,578,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"3,556,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"2,879,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"6,279,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2018,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"4,614,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"6,647,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
55,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,55,09,,BU,"8,452,000",WISCONSIN,NOT SPECIFIED,,OFF FARM,,,WISCONSIN,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,WI,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
56,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,56,09,,BU,                 (D),WYOMING,NOT SPECIFIED,,OFF FARM,,,WYOMING,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,WY,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
56,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,56,09,,BU,                 (D),WYOMING,NOT SPECIFIED,,OFF FARM,,,WYOMING,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,WY,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
56,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,56,09,,BU,                 (D),WYOMING,NOT SPECIFIED,,OFF FARM,,,WYOMING,TOTAL,,00000000,2024-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,WY,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
56,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,56,09,,BU,                 (D),WYOMING,NOT SPECIFIED,,OFF FARM,,,WYOMING,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,WY,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
56,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,OATS,09,"OATS, OFF FARM - STOCKS, MEASURED IN BU",,9000,56,09,,BU,                 (D),WYOMING,NOT SPECIFIED,,OFF FARM,,,WYOMING,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,WY,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
